essround,cntry,dweight,pweight,anweight,sclmeet,wkhtot
8,AT,1.3148706,0.3703929,0.37636715,4,50
8,AT,1.7669992,0.3703929,0.9429033,6,15
8,AT,1.868423,0.3703929,1.0791596,6,38
8,AT,1.296011,0.3703929,0.64412844,6,666
8,AT,0.5426262,0.3703929,0.33958492,4,42
8,AT,0.6627254,0.3703929,0.34220824,6,35
8,AT,1.3148705,0.3703929,0.422517,4,38
8,AT,1.0607901,0.3703929,0.530696,4,40
8,AT,1.0110208,0.3703929,0.58469397,4,38
8,AT,0.7487535,0.3703929,0.28236732,4,40
8,AT,0.5143496,0.3703929,0.1620954,6,48
8,AT,1.3949711,0.3703929,0.43962017,4,65
8,AT,0.446821,0.3703929,0.12852803,3,38
8,AT,0.841,0.3703929,0.36158273,6,38
8,AT,1.017525,0.3703929,0.27710408,6,40
8,AT,0.49591443,0.3703929,0.1870175,5,50
8,AT,0.5857414,0.3703929,0.1613763,4,40
8,AT,2.2518528,0.3703929,0.54896015,6,11
8,AT,0.9987675,0.3703929,0.3773565,5,40
8,AT,1.0848502,0.3703929,0.71707237,7,45
8,AT,0.5500628,0.3703929,0.11386545,4,8
