STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,frequenc,Frequency,acl00,Classification of activities for time use,deg_urb,Degree of urbanisation,hhcomp,Household composition,quant_inc,Income quantile,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2015,,44.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2022,,31.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2015,,35.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2022,,26.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2015,,29.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2022,,22.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2015,,20.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2022,,23.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,27.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2015,,42.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2022,,26.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2015,,36.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2022,,17.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2015,,16.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2022,,16.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2015,,21.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2022,,17.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2015,,30.8,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2022,,28.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2015,,38.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2015,,17.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2022,,15.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2015,,42.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2022,,28.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2015,,31.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2022,,41.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2015,,34.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2022,,20.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,MT,Malta,2015,,18.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,MT,Malta,2022,,18.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NL,Netherlands,2015,,39.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NL,Netherlands,2022,,26.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NO,Norway,2015,,39.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NO,Norway,2022,,32.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PL,Poland,2015,,22.2,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PL,Poland,2022,,16.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2015,,30.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2022,,22.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2015,,14.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2022,,9.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RS,Serbia,2015,,13.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RS,Serbia,2022,,15.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SE,Sweden,2015,,40.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SE,Sweden,2022,,24.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SI,Slovenia,2015,,28.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC522A,"Live performances (theatre, concerts, ballet)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SI,Slovenia,2022,,22.7,,,,,
